text1,text2,label
Magnesium Oxide,magnesium glutamate,0
E102,dark meat chicken,0
Bananas,banans,1
E100,VEAL,0
pot roast,POT ROAST,1
dextrose,glucose,1
Cream Cheese,stearic,0
potassium hydroxide,caustic potash,1
Sodium Carbonate,E500,1
ethyl 4-hydroxybenzoate,chlorine,0
xanthan gum,Xanthan Gum,1
Dimethylpolysiloxane,ORNGES,0
E514,Sodium Sulphate,1
sodium sulphite,sodium sulfite,1
Chlorophyll,CHLOROPHYL,1
ammonium hydroxide,AMMONIA WATER,1
burnt lime,cellulose,0
Calcium Phosphate,calcium phosphate,1
E122,azorubine,1
silicon dioxide,Silicon Dioxide,1
calcium bisulfite,Calcium Bisulfite,1
Gelatin,ENZIMES,0
L-Glutamic Acid,glutamate,1
Monosodium Glutamate (MSG),monosodium glutamate,1
microcrystalline wax,Microcrystalline Wax,1
creme cheese,CREME CHEESE,1
Hemp Seeds,hemp seed,1
essential amino acid,lipase,0
amarant,erythrosin,0
E513,monosodium glutamate,0
kcl,Potassium Inosinate,0
Buttermilk,BUTTER MILK,1
quicklime,oranges,0
SODIUM BENZOATE,Silicon Dioxide,0
sodium sulphate,sodium sulphate,1
E175,GOLD,1
Buckwheat,buckwheet,1
calcium inosinate,calcium,0
lamb cutlets,lamb shops,1
butylhydroxyanisole,calcium inosinate,0
Tartrazine,ponceau 4r,0
E120,cochineal,1
musa,stearic,0
hamburger meat,ground beef,1
NaHCO3,sodium bicarb,1
Dibasic acid,pot cheese,0
gold powder,GOLD,1
calcium hydrogen sulphite,Calcium Bisulfite,1
luteine,saltpeter,0
Calcium Ascorbate,KEENWA,0
bixin,Annatto,1
XANTHUM,chia seeds,0
dipotassium inosinate,enzymes,0
ERITHROSINE,MAGNESIA,0
magnesium,Magnesium,1
Calcium Stearoyl Lactylate,calcium stearoyl lactylate,1
sunset,SUNSET YELLOW,1
E620,spinage,0
copper chlorophyllin,aqua ammonia,0
riboflavin,sulphur dioxide,0
E527,ammonia water,1
Locust Bean Gum,Tomatoes,0
monopotassium glutamate,potassium glutamate,1
tartaric acid,TARTRATE,1
Lutein,E161b,1
NaHCO3,sodium bicarbonite,1
E414,MILK OF MAGNESIA,0
Glycine,aminoacetic acid,1
COPPER CHLOROPHYLLIN,Shellac,0
E122,Magnesium Sulphate,0
mineral hydrocarbons,Mineral Hydrocarbons,1
poussin,GAME HENS,1
E226,young beef,0
E251,CHILE SALTPETER,1
ammonium alginate,LYSINE,0
essential amino acid,l-leucine,1
turky breast,Turkey Breast,1
Patent Blue V,patent blue,1
calcium sorbate,malus domestica,0
E407,POT ROAST,0
E333,Calcium Citrate,1
LYE,LAC RESIN,0
Sodium Inosinate,disodium inosinate,1
Gum Arabic,E414,1
agar-agar,Oranges,0
butylated hydroxyanisole,bicarbonate of soda,0
SILVER,duck magret,0
Ethyl 4-hydroxybenzoate,ethyl 4-hydroxybenzoate,1
linum usitatissimum,ENZIMES,0
potassium sorbate,silica,0
tartaric acid,poultry breast,0
Lecithin,E405,0
Carrageenan,brazil wax,0
ALGINATE,magnesium oxide,0
E175,CALCIUM BENZOATE,0
Calcium Sorbate,CALCIUM SORBATE,1
E925,chlorine,1
sorbic acid,sorbic,1
caramel color,caramel coloring,1
lycopene,lisine,0
Whole Chicken,roasting chicken,1
Ascorbyl Palmitate,cornish hens,0
sorbic acid,Sorbic Acid,1
INDIGOTINE,sodium glutamate,0
Locust Bean Gum,locust bean gum,1
riboflavin,cochinel,0
butylated hydroxyanisole,OTES,0
E961,neotame,1
Iron,Iron,1
Lithol Rubine BK,lithol rubine bk,1
maltodextrine,MALTODEXTRINE,1
EPSOM SALT,ethyl maltol,0
Annatto,bixin,1
Sodium Metabisulphite,SODIUM METABISULFITE,1
sodium nitrite,Sodium Nitrite,1
Calcium Stearoyl Lactylate,calcium stearoyl lactylate,1
Potassium Alginate,lamb cutlets,0
disodium guanylate,DISODIUM GUANYLATE,1
Annatto,ferric oxide,0
GOLD,aminoacetic acid,0
E402,cholecalciferol,0
MCC,greek yogurt,0
ammonium carbonate,baker's ammonia,1
pg alginate,PG ALGINATE,1
flax seeds,FLAXSEED,1
salt,PROPYLENE GLYCOL,0
E333,calcium citrate,1
POTASSIUM METABISULFITE,GELATINE,0
xanthan gum,xanthum gum,1
glycerol,MICROWAX,0
E622,L-Leucine,0
calcium sorbate,Calcium Sorbate,1
Silver,silver powder,1
sodium phosphate,BROMIC ACID POTASSIUM SALT,0
greek-style yogurt,Greek Yogurt,1
Caramel Color,Chalk,0
calcium citrate,solanum tuberosum,0
Apples,appls,1
Curcumin,Riboflavin,0
beetroot red,E623,0
arabic gum,ACACIA GUM,1
calcium citrate,calcium guanylate,0
Stearic Acid,STEARIC,1
Azodicarbonamide,ada,1
L-Lysine,lisine,1
iron oxide,beef steak,0
dextrose,glucoze,1
vitamin d,Vitamin D3,1
QUICKLIME,greek-style yogurt,0
butter milk,datess,0
calcium sulfite,CALCIUM SULFITE,1
E172,iron oxide,1
erythrosin,ERITHROSINE,1
E482,stearic acid,0
E440a,pectin,1
sodium nitrate,sodium nitrate,1
magnesium citrate,magnesiam,1
chicken thighs,Chicken Thighs,1
carrageenan,E500,0
sodium benzoate,sodium phosphate,0
PROPYL GALLATE,Spinach,0
sulfite,kefir,0
Calcium Guanylate,CALCIUM GUANYLATE,1
aluminium powder,ALUMINUM,1
EPSOM SALT,veal cutlets,0
chlorine dioxide,Chlorine Dioxide,1
E406,agar agar,1
sodium alginate,NaHCO3,0
maize,Corn,1
Sodium Bicarbonate,NaHCO3,1
Sodium Sorbate,POTASSIUM BENZOATE,0
dairy butter,Magnesium,0
tartaric acid,GAME HENS,0
azorubine,zea mays,0
turkey fillets,TOMATOS,0
turkey fillets,turkey breast,1
E160d,lycopen,1
buttermilke,BUTTER MILK,1
titanium dioxide,TITANIUM WHITE,1
Hexamine,methenamine,1
Alginic Acid,E400,1
calcium alginate,ammonium glutamate,0
Potassium Nitrate,SALTPETER,1
hamburger meat,MINCED BEEF,1
daucus carota,CAROTS,1
E161b,xanthophyll,1
Barley,Barley,1
benzoic,Propylene Glycol,0
Lamb Chops,chicken this,0
Buttermilk,BUTTER MILK,1
corn,Corn,1
Tocopherols,vitamin E,1
dipotassium guanylate,potassium guanylate,1
chile saltpeter,VITAMIN D,0
E339,sodium phosphate,1
Tartrazine,CHICKEN,0
E404,glutamic,0
Iron Oxides,Iron Oxides,1
lycopen,vitamin c,0
annatto,E341,0
bee wax,white beeswax,1
Chalk,calcium carbonate,1
beef roest,Beef Roast,1
Calcium Benzoate,potassium metabisulphite,0
guar flour,sorbit,0
lutein,luteine,1
E132,indigotine,1
E306,ethyl maltol,0
Spinach,spinach,1
E901,beeswax,1
duck,duck breat,1
E141,E632,0
solanum lycopersicum,tomatoes,1
milk protein,maltodextin,0
GOLD,MINCED TURKEY,0
silicon dioxide,silicon dioxide,1
calcium oxide,Calcium Oxide,1
Sodium Bicarbonate,BAKING SODA,1
E440a,E927,0
aluminium,MAGNESIAM,0
chlorine dioxide,Chlorine Dioxide,1
Dates,Dates,1
Copper Chlorophyll,E622,0
E141,Copper Chlorophyll,1
potassium inosinate,Heavy Cream,0
calcium carbonate,CALCIAM,1
E132,indigo carmine,1
poussin,daucus carota,0
indigo carmine,palm wax,0
E334,Potassium Bromate,0
Cottage Cheese,cottage chese,1
Ghee,flaxseed,0
alginic acid,ALGINATE,1
protease,enzimes,1
sodium phosphate,PDMS,0
sulfuric acid,SULFURIC ACID,1
E339,dipotassium inosinate,0
potassium benzoate,Potassium Benzoate,1
ethyl 4-hydroxybenzoate,E501,0
Chicken Breast,chicken,1
E226,calcium sulphite,1
potassium metabisulfite,Potassium Metabisulphite,1
calcium sulphite,KCL,0
Sodium Nitrite,whole milke,0
E173,BAKING SODA,0
magnesium sulphate,poultry breast,0
LAMB RIBS,appls,0
BAKING SODA,ammonium hydroxide,0
E620,GLUTAMATE,1
sodium inosinate,Rice,0
calcium sulfite,E635,0
sunflower lecithin,LECTHIN,1
E251,sodium nitrate,1
VITAMIN B2,Grapes,0
Ricotta Cheese,italian cheese,1
Ammonium Carbonate,lisine,0
ammonium alginate,Ammonium Alginate,1
vegetable carbon,butter milk,0
Aluminium,ALUMINUM,1
E620,Glutamic Acid,1
DIPHENYL,lipase,0
vitamin D3,vitamin d,1
Carrots,carots,1
Refined Microcrystalline Wax,microwax,1
sodium sulfite,HCL,0
Gum Arabic,ENZIMES,0
E901,BEE WAX,1
E180,BUTER,0
carotens,silica,0
E400,Alginic Acid,1
E252,enzymes,0
sodium inosinate,whole chiken,0
monoammonium glutamate,E628,0
copper chlorophyll,COPPER CHLOROPHYLLIN,1
Cochineal/Carminic Acid,carmine,1
E202,alginic acid,0
Sodium Sulphate,sodium sulphate,1
PROPYL GALLATE,ammonia water,0
sodium sulphate,SODIUM SULFATE,1
stearic acid,stearic acid,1
Calcium Bisulfite,essential amino acid,0
Cornish Hens,wheet,0
Aspartame,water,0
HCL,potassium hydroxide,0
Shellac,lac resin,1
Propylene Glycol Alginate,pg alginate,1
BAKING SODA,Beef Steak,0
E220,sulphur dioxide,1
tartrazine,POTATOS,0
veal cutlets,VEAL,1
E150(a-d),neotam,0
E202,Greek Yogurt,0
monopotassium glutamate,E905,0
quicklime,NEOTAM,0
buttermilke,ghi,0
veal cutlets,veal cutlets,1
potassium guanylate,LAMB RIBS,0
E172,iron oxides,1
E140,SODIUM CHLORIDE,0
E161b,ETHYLMALTOL,0
spinach,Propylene Glycol,0
Erythrosine BS,E127,1
oranges,ORNGES,1
ground beed,MINCED BEEF,1
Potassium Sorbate,POTASH,0
caramel coloring,Silicon Dioxide,0
maize,microcrystalline cellulose,0
Sodium Benzoate,E211,1
Turmeric,TUMERIC,1
E200,microcrystalline cellulose,0
E226,CALCIUM SULFITE,1
Apples,APPLS,1
calcium phosphate,Calcium Phosphate,1
titanium oxide,Titanium Dioxide,1
E903,E951,0
calcium sulphate,protease,0
lithol rubine bk,BEE WAX,0
chlorophyl,Cream Cheese,0
E110,DISODIUM GUANYLATE,0
Calcium Carbonate,calcium carbonat,1
PONCEAU,Sodium Bicarbonate,0
Beeswax,E901,1
magnesium oxide,periclase,1
gold leaf,spinach,0
Magnesium Carbonate,magnesia alba,1
microcrystalline wax,ada,0
YELLOW 5,epsom salt,0
CSL,CALCIUM STEAROYL LACTYLATE,1
chia seeds,chia seed,1
xanthum gum,turky breast,0
Black PN,Black PN,1
pectins,cacl2,0
Sorbic Acid,Beeswax,0
bixin,tocopherols,0
sodium alginate,EPSOM SALT,0
dipotassium guanylate,DIPOTASSIUM GUANYLATE,1
potassium benzoate,E331,0
Potatoes,POTATOS,1
E160a,beef cut,0
Dibasic acid,E412,0
Sorbic Acid,cellulose,0
veal cutlets,Veal Cutlets,1
E637,ethyl maltol,1
ammonium chloride,Beef Roast,0
AMMONIUM ALGINATE,E629,0
Salt,sodium chloride,1
Beeswax,beeswax,1
chlorine dioxide,microcrystalline cellulose,0
GREEN S,sodium metabisulfite,0
citric,Citric Acid,1
E160b,Oats,0
E162,beet red,1
E227,ASCORBYL PALMITATE,0
erythrosine bs,ERITHROSINE,1
ammonia water,E927,0
clarified butter,ghi,1
milk,spinacia oleracea,0
butter oil,e551,0
Magnesium Sulphate,magnesium sulfate,1
E500,Sodium Carbonate,1
BLACK PN,calcium carb,0
POTASSIUM GLUTAMATE,Chia Seeds,0
sodium stearoyl lactylate,ssl,1
Flaxseeds,CELLULOSE,0
sodium stearoyl lactylate,sodium hydroxide,0
E400,alginate,1
aluminium,Aluminium,1
Chlorine Dioxide,CHLORINE OXIDE,1
E170,calcium carb,1
E321,bht,1
Calcium Sulphite,calcium sulfite,1
Lamb Chops,LAMB RIBS,1
Propylene Glycol Alginate,keefir,0
Calcium Citrate,Calcium Citrate,1
vitis vinifera dried,rasins,1
E330,citric,1
wheat,Wheat,1
carob gum,carob bean gum,1
calcium guanylate,lipase,0
sodium bicarbonat,potassium inosinate,0
carob gum,E903,0
carmoisin,pickling lime,0
Potassium Nitrate,potassium chloride,0
acacia gum,mineral oil,0
SAL AMMONIAC,triticum spelta,0
sorbitol,sorbit,1
E212,hamburger meat,0
Barley,hordeum vulgare,1
aluminium,aluminium powder,1
SSL,neotam,0
E220,sulfite,1
beef stake,MILET,0
E330,citric acid,1
Gold,tartaric acid,0
Chlorine Dioxide,chlorine dioxide,1
sodium sorbate,polydimethylsiloxane,0
Beetroot Red,cannabis sativa seeds,0
carotenes,magnesia,0
vitamin d3,vitamin d,1
ferric oxide,calcium sulphite,0
E102,lycopen,0
sulphuric acid,Sulphuric Acid,1
Green S,GREEN S,1
daucus carota,Carrots,1
Carotenes,locust bean gum,0
Ground Turkey,Ground Turkey,1
Vitamin C,VITAMIN C,1
Chlorine,SPINAGE,0
Heavy Cream,heavy creme,1
Propyl Gallate,E440a,0
ALUMINUM,E640,0
potassium nitrate,SALTPETER,1
E907,microwax,1
ANNATO,Sodium Sulphite,0
carmoisin,Carmoisine,1
calcium stearoyl lactylate,whole bird,0
Ammonium Hydroxide,E528,0
E230,Whole Milk,0
tartazine,Millet,0
sunset yellow,sunset yellow fcf,1
greek yogurt,GREEK YOGHURT,1
Iron Oxides,E172,1
sodium hydroxide,OTES,0
calcium carbonate,E905,0
muriatic acid,HCL,1
LUTEINE,aspartame,0
E920,DATESS,0
E530,MAGNESIA,1
gypsum,Calcium Sulphate,1
carmoisin,essential amino acid,0
disodium inosinate,Kefir,0
tartazine,CALCIUM CARBONATE,0
corn,KORN,1
E334,tartrate,1
SUNSET YELLOW,sorbite,0
hcl,muriatic acid,1
potassium metabisulphite,potassium pyrosulfite,1
magnesia magma,propylene glycol,0
E239,fermented milk drink,0
E927,ada,1
dextrose,GLUCOSE,1
lamb shops,beef roast,0
CALCIUM CITRATE,whipping cream,0
Pectin,panicum miliaceum,0
sunset yellow fcf,Raisins,0
tartric acid,TARTARIC ACID,1
tumeric,Curcumin,1
tartrazine,aspartam,0
cultured cream,sour cream,1
E174,organic milk,0
Cottage Cheese,pot cheese,1
PG ALGINATE,beef cut,0
Dimethylpolysiloxane,E900,1
Duck Breast,Duck Breast,1
Ammonium Carbonate,baker's ammonia,1
sulfuric acid,E530,0
potassium benzoate,POTASSIUM BENZOATE,1
E460,Microcrystalline Cellulose,1
Vitamin D3,vitamin D3,1
Ricotta Cheese,RICOTTA,1
Calcium Guanylate,E635,0
carrageen,CARAGEENAN,1
CHILE SALTPETER,ACACIA GUM,0
Xanthan Gum,xanthum gum,1
potassium metabisulphite,Potassium Metabisulphite,1
sodium nitrite,E420,0
Veal Cutlets,young beef,1
green s dye,Potassium Sorbate,0
sunset yellow,Raisins,0
carbon black,Vegetable Carbon,1
SODIUM BENZOATE,aged cheese,0
lycopen,Lycopene,1
arabic gum,E925,0
alginate,spinach,0
ammonium glutamate,Monoammonium Glutamate,1
sulfur dioxide,carots,0
pickling lime,BARLE,0
Ponceau 4R,E124,1
E162,Hemp Seeds,0
gold leaf,Ghee,0
E526,H2O,0
sodium inosinate,Sodium Inosinate,1
Magnesium Hydroxide,E637,0
cochineal,cochinel,1
ascorbic acid,Beeswax,0
Quinoline Yellow,quinoline,1
protease,ENZIMES,1
beetroot red,sodium guanylate,0
erithrosine,Ascorbic Acid,0
whey protein isolate,WHEY PROTEIN,1
lac resin,confectioner's glaze,1
calciam,CALCIAM,1
Caramel Color,E501,0
benzoate,Benzoic Acid,1
TOMATOS,WHEY PROTEIN,0
sodium ribonucleotide,Sodium Ribonucleotide,1
Silicon Dioxide,e551,1
sorbic acid,microcrystalline cellulose,0
Dimethylpolysiloxane,PDMS,1
E405,propylene glycol algin,1
milk protein,whey protein,1
sodium pyrosulfite,Cottage Cheese,0
maize,KORN,1
Riboflavin,RIBOFLAVIN,1
mcc,Microcrystalline Cellulose,1
gold leaf,BUTYLATED HYDROXYANISOLE,0
POTASSIUM METABISULFITE,Magnesium Carbonate,0
magnesium sulphate,EPSOM SALT,1
Silver,SILVER,1
ascorbic acid,E333,0
bha,BHA,1
chia seed,CHIA SEED,1
E160d,Lycopene,1
carminic acid,cochineal extract,1
Potassium Carbonate,POTASH,1
beetroot red,double cream,0
monoammonium glutamate,AMMONIUM GLUTAMATE,1
E173,WHEY PROTEIN,0
SODIUM CITRATE,sodium inosinate,0
potassium sulphate,buttermilke,0
ammonium hydroxide,Ammonium Hydroxide,1
turkey mince,MINCED TURKEY,1
carmoisine,carmoisin,1
CURD CHEESE,magnesium citrate,0
tartaric,TARTRATE,1
Lithol Rubine,triticum spelta,0
CARAGEENAN,lamb cutlets,0
magnesia,CHIA SEED,0
calcium citrate,CALCIUM CITRATE,1
E210,sodium benzoate,0
E110,sodium 5-ribonucleotide,0
aluminium powder,organic milk,0
Ricotta Cheese,Tomatoes,0
COPPER CHLOROPHYLLIN,SULFURIC ACID,0
periclase,cellulose,0
calcium alginate,Calcium Alginate,1
E142,petroleum wax,0
butylated hydroxytoluene,cornish hens,0
AZORUBINE,PECTINE,0
duck breat,glycerol,0
ethyl 4-hydroxybenzoate,ETHYL PARABEN,1
ascorbic acid,WHEY PROTEIN,0
sodium alginate,sodium alginate,1
monoammonium glutamate,Spelt,0
E300,Calcium Guanylate,0
silver leaf,SILVER,1
CALCIUM ASCORBATE,CACL2,0
E160b,dmps,0
lycopen,Aspartame,0
E122,carmoisine,1
ferrous sulfate,irn,1
Ammonium Carbonate,sodium sulphate,0
iron oxides,glycerol,0
E310,propyl gallate,1
Calcium Hydrogen Sulphite,calcium hydrogen sulfite,1
calcium sulfate,GYPSUM,1
MSG,E624,0
Sunset Yellow,potassium bromate,0
AMMONIA WATER,dairy butter,0
milk of magnesia,MILK OF MAGNESIA,1
E525,citrus sinensis,0
tartatic acid,E620,0
GAME HENS,CURD CHEESE,0
Carmoisine,cottage cheese,0
otes,vitamin C,0
Chalk,CALCIUM CARBONATE,1
Sodium Nitrite,sodium nitrite,1
E162,wheet,0
beetroot red,stearic,0
Maltol,spreadable cheese,0
caramel color,caramel colour,1
tartatic acid,SORBIT,0
QUICKLIME,glucose,0
guar gum,GUARAN,1
lye,spinage,0
indigotine,Calcium Alginate,0
Titanium Dioxide,TITANIUM WHITE,1
hexamethylenetetramine,HEXAMETHYLENETETRAMINE,1
E503,hartshorn,1
Cream Cheese,CREME CHEESE,1
Calcium Sulphate,gypsum,1
Tartrazine,disodium guanylate,0
epa,omega 3,1
E529,quicklime,1
vegetable carbon,carbon black,1
disodium inosinate,Sodium Inosinate,1
sodium lactate,TARTARIC ACID,0
turmeric,CALCIAM,0
riboflavin,RIBOFLAVIN,1
ammonium hydroxide,dmps,0
Whey Protein Isolate,whey protien,1
sodium nitrate,carob bean gum,0
malus domestica,apples,1
cochineal extract,carmine,1
gelatine,gelatin,1
microcrystalline cellulose,Microcrystalline Cellulose,1
avena sativa,OTES,1
Sodium Guanylate,Sodium Guanylate,1
CALCIUM BISULFITE,Potassium Inosinate,0
Magnesium Glutamate,magnesium glutamate,1
solanum tuberosum,potatos,1
sodium sulfite,SODIUM SULFITE,1
vitamin E,stearic,0
E175,NEOTAM,0
Agar,Agar,1
Guar Gum,sodium inosinate,0
Tocopherols,E306,1
game hens,cornish hens,1
E227,potassium chlor,0
tartrazine,shellac,0
POTASH,E507,0
duck,Duck Breast,1
E526,Calcium Hydroxide,1
Ghee,butter oil,1
E637,ETHYLMALTOL,1
TARTAZINE,keefir,0
tomatoes,Tomatoes,1
ammonium alginate,SLAKED LIME,0
Potatoes,solanum tuberosum,1
LAMB RIBS,spinach,0
sal ammoniac,magnesium sulphate,0
pg alginate,Flaxseeds,0
sodium 5-ribonucleotide,Calcium,0
ethyl 4-hydroxybenzoate,ethyl para-hydroxybenzoate,1
sodium alginate,SODIUM ALGINATE,1
carmin,titanium dioxide,0
E230,vitamin C,0
XANTHUM,sweet cream butter,0
Amaranth,E310,0
E162,beetroot red,1
monoammonium glutamate,Monoammonium Glutamate,1
cellulose gel,magnesium sulphate,0
Chlorophyll,sodium nitrite,0
gelatine,GELATINE,1
SILVER,Potassium Alginate,0
MINCED TURKEY,Ricotta Cheese,0
E120,cochineal extract,1
E528,Grapes,0
roasting chicken,FLAXSEED,0
pectins,Pectin,1
ferric oxide,Sulphuric Acid,0
Calcium Carbonate,heavy creme,0
tartaric,muriatic acid,0
phosphoric acid,lamb cutlets,0
E904,silicon dioxide,0
PONCEAU,algin,0
guar flour,potassium guanylate,0
methyl cellulose,periclase,0
magnesium oxide,magnesium,1
amaranth,amarant,1
calcium alginate,CALCIUM ALGINATE,1
whey protien,WHEY PROTEIN,1
E625,Magnesium Glutamate,1
salt,sea salt,1
Lamb Chops,lamb chops,1
Calcium Ascorbate,aged cheese,0
black pigment,phosphoric acid,0
sorbic,Calcium Inosinate,0
Calcium Guanylate,calcium guanylate,1
calcium phosphate,cornish hens,0
E621,BARLE,0
silicon dioxide,SILICON DIOXIDE,1
LAC RESIN,beef steak,0
phosphate,chicken this,0
E151,calcium chlor,0
sorbit,periclase,0
AZORUBINE,leucine,0
Microcrystalline Cellulose,MCC,1
sodium ribonucleotide,disodium ribonucleotide,1
Black PN,Sorbitol,0
CARAGEENAN,chicken,0
E525,CAUSTIC POTASH,1
Calcium Bisulfite,CALCIUM BISULFITE,1
SODIUM SORBATE,agar-agar,0
E221,vitamin D3,0
E175,flaxseed,0
sodium nitrate,E924,0
Ascorbyl Palmitate,Ascorbyl Palmitate,1
Potassium Inosinate,Potassium Inosinate,1
calcium hydroxide,potatos,0
chlorine dioxide,chlorine oxide,1
Pectin,E524,0
ground turky,e551,0
spreadable cheese,CREME CHEESE,1
potassium hydroxide,Potassium Hydroxide,1
Chalk,Vitamin C,0
E127,heavy creme,0
Guar Gum,guar gum,1
spreadable cheese,calcium,0
ponceau,CITRATE,0
HARTSHORN,hcl,0
Monopotassium Glutamate,POTASSIUM GLUTAMATE,1
Monopotassium Glutamate,POTASSIUM GLUTAMATE,1
calcium carbonite,CALCIUM CARBONATE,1
calcium carbonate,calciam,1
salt,VEAL,0
sodium ascorbate,E951,0
Sodium Phosphate,Maltol,0
E404,calcium alginate,1
calcium inosinate,Calcium Inosinate,1
Potassium Bromate,Potassium Bromate,1
corn,polysaccharide,0
Tartaric Acid,tartaric acid,1
sodium carbonate,Vitamin C,0
vitamin C,iron,0
E637,ethyl maltol,1
Vitamin D3,VITAMIN D,1
zea mays,silicon dioxide,0
E927,Azodicarbonamide,1
glycine,glycocoll,1
curd cheese,leusine,0
Quinoa,POTATOS,0
turkey breast,Turkey Breast,1
daucus carota,carrots,1
E172,ascorbic acid,0
ammonium chloride,Ammonium Chloride,1
Sodium Ascorbate,white beeswax,0
Biphenyl,Biphenyl,1
Locust Bean Gum,LYE,0
Shellac,raisins,0
tartaric acid,potassium sulfate,0
benzoic,Benzoic Acid,1
achiote,potassium hydroxide,0
burnt lime,Mineral Hydrocarbons,0
ground turkey,ground turky,1
E170,calcium carbonite,1
diphenyl,sodium phosphate,0
Sorbitol,sorbite,1
E501,POTASH,1
dha,Omega-3 Fatty Acids,1
calcium sulphite,CALCIUM SULFITE,1
E202,potassium bromate,0
monoammonium glutamate,poussin,0
cottage cheese,fagopyrum esculentum,0
E310,dipotassium guanylate,0
spinage,SPINAGE,1
Potassium Metabisulphite,millet,0
Calcium,calcium carbonate,1
MILK OF MAGNESIA,korn,0
spinach,stearic acid,0
potassium sulfate,mineral hydrocarbons,0
LUTEINE,bromic acid potassium salt,0
sal ammoniac,polydimethylsiloxane,0
E104,Quinoline Yellow,1
potassium bromate,Potassium Bromate,1
Potatoes,potatoes,1
calcium citrate,calciam,1
Aluminium,aluminium,1
Tomatoes,TOMATOS,1
Chia Seeds,salvia hispanica,1
caramel colour,CARAMEL,1
Calcium Ascorbate,Calcium Ascorbate,1
YELLOW 5,bha,0
Sodium Bicarbonate,turkey fillets,0
Chalk,CAUSTIC POTASH,0
lycopene,calcium glutamate,0
strained yogurt,GREEK YOGHURT,1
CHICKEN LEGS,enzimes,0
hexamine,methenamine,1
Carnauba Wax,E903,1
Magnesium Carbonate,dimethylpolysiloxane,0
oats,maltodextrine,0
Kefir,kefir,1
alginate,Propylene Glycol Alginate,0
E201,MILK OF MAGNESIA,0
sunset,erythrosin,0
E310,whole chiken,0
sodium metabisulfite,BRAZIL WAX,0
vitamin C,ascorbate,1
water,H2O,1
minced beef,chedder cheese,0
Dibasic acid,E334,1
E161b,sodium nitrite,0
Tocopherols,tocopherol,1
E320,monosodium glutamate,0
guaran,DUCK,0
Ammonium Chloride,SAL AMMONIAC,1
Sodium Carbonate,washing soda,1
titanium white,TITANIUM WHITE,1
MSG,Chlorine,0
E907,Microcrystalline Wax,1
benzoic,poussin,0
hydrolyzed collagen,gelatin,1
potash,Vitamin C,0
propylene glycol alginate,pg alginate,1
ALGINATE,calcium sulphate,0
sodium phosphate,sodium phosphate,1
green s dye,iron,0
veal,Veal Cutlets,1
E104,ethyl 4-hydroxybenzoate,0
riboflavin,hemp seed,0
tartatic acid,TARTARIC ACID,1
POTASSIUM ALGINATE,Salt,0
erithrosine,Chlorine Dioxide,0
Raisins,RASINS,1
butter oil,ghi,1
lysine,lisine,1
vitamin c,strained yogurt,0
BHA,BUTTER MILK,0
bha,Whole Milk,0
steak,STEAK,1
carotene,phosphate,0
maltodextrin,maltodextin,1
sulfur dioxide,Magnesium Carbonate,0
Chlorophyll,BANANS,0
monosodium glutamate,OMEGA 3,0
sal ammoniac,citrus sinensis,0
xanthan,Xanthan Gum,1
Sodium Sulphite,butylhydroxytoluene,0
aluminum,ALUMINUM,1
rasins,Raisins,1
bicarbonate of soda,Greek Yogurt,0
Silver,BUCKWHEET,0
rice,Rice,1
Baking Soda,sodium bicarbonate,1
E223,sodium metabisulfite,1
Vitamin C,vitamin c,1
azodicarbonamide,creme cheese,0
baker's ammonia,Sodium Inosinate,0
Sodium Hydroxide,lysine,0
potassium nitrate,chlorine oxide,0
quinoline,Quinoline Yellow,1
glucoze,Glucose,1
Chicken Breast,CHICKEN,1
vitamin e,Stearic Acid,0
Duck Breast,duck,1
BUTTER MILK,SPINAGE,0
beef joint,beef roest,1
Ponceau 4R,ponceau 4r,1
Cottage Cheese,oats,0
lithol rubine,daucus carota,0
PECTINE,magnesium glutamate,0
sweet cream butter,BUTER,1
Sulphur Dioxide,chicken this,0
Omega-3 Fatty Acids,ala,1
hexamethylenetetramine,millet,0
tartrazine,YELLOW 5,1
acacia gum,Gum Arabic,1
Sorbitol,sorbitol,1
Ascorbic Acid,VITAMIN C,1
Propyl Gallate,PROPYL GALLATE,1
ferric pyrophosphate,IRN,1
CHILE SALTPETER,Alginic Acid,0
